No,User,Date Created,Tweet,Label,original
4878,youthofnation13,2021-02-10 16:22:56+00:00,"@Bang__Mus @RachlanNashidik Tambaham, ketika kemenhub 2012, diajukan ke booming untuk uji emisi, tp dinyatakan gagal, walhasil emang lah, pesanan masuk ya gak bisa produksi, bikin produk lokal stop gak gampang, fyi menhub nya orang demokrat 😘",P,False
4806,frhxyz097,2021-11-15 14:56:08+00:00,@txtdrorangsusah Auto galolos uji emisi,N,False
4908,umay_patria,2021-11-04 04:27:30+00:00,"@yunsitroh2014 @DKIJakarta @aniesbaswedan Ngedabrus,,, harusnya bengkel2 tuh suruh siapin alat uji emisi. Jadi orangutang ga dikit2 antri",N,False
1574,Anwar33008824,2021-11-06 13:46:25+00:00,"@faktaanies @kebijakananies @tatakujiyati @kebijakananies_ @PutraWadapi @Relawananies @marlina_idha Min tolong sampaikan ke pak anis, tolong ditinjau kembali kendaraan 3 tahun lebih harus lulus uji emisi, apa bedanya dgn pempus klu kebijakannya menyusahkan rakyat",U,True
1288,salomoofelix,2021-11-09 05:01:10+00:00,Uji emisi (?),U,True
873,Dennaaja_,2021-12-01 03:21:24+00:00,@yasenosa 24 ribu uji emisi aja tanpa service. Sy mengantisipasi aj yg penting ud uji emisi. Nanti tau dadakan diadakan razia udah tenang,P,True
1393,rayourrbae,2021-11-08 03:52:43+00:00,"Uji emisi gratis ngantrinya udh kek mau vaksin pas awal awal.
Penuh beneur.",N,True
4770,Mang_Yuga,2021-11-05 06:15:51+00:00,"@dusrimulya @Reiza_Patters @aniesbaswedan Ya udah, pake Sepeda aja.Lebih irit dibanding opsi2 yg lain.
Pake kendaraan yg tinggal narik rem/gas mah ga usah banyak ngeluh,apalagi udh dikasih kemudahan,&amp; jalan2 lebar. Skrang Uji emisi, ad lagi Pajak Karbon,ya aja ongkos udh ngotorin bumi.",P,False
889,tutujaya,2021-11-27 04:16:37+00:00,@onegreyes Uji emisi gas itu.,U,True
1120,daisiesol,2021-11-13 02:22:37+00:00,"gue heran deh, ada peraturan uji emisi tapi buat bengkel official yg bisa uji emisi sendiri aja ga jelas dimana aja lokasinya.",N,True
4835,LVAW86,2021-11-08 06:28:13+00:00,"@kompascom Peraturan terkait uji emisi libur konsisten bahkan ya?
Sya 2 hari keliling cari bengkel rekomendasi pemrpov untuk uji emisi tp ga ada 1 pun yg ada layanan
bengkel 1 full antrian, bengkel 2 ga ada layanan, bengkel 3 ini, engga ada bengkel yg layanannya hanya hari2 tertentu saja...",N,False
2697,musafir_hidup,2021-11-03 23:23:37+00:00,"@FerdinandHaean3 rame-rame urusan uji emisi sudah beberapa kali; rame-rame, ada antrian, ada stiker, trus senyap....

beberapa waktu kemudian, terjadi lagi hal yang sama...",N,True
4866,PasukanPelor,2021-03-01 22:58:17+00:00,"@aniesbaswedan Pak @aniesbaswedan yth., mohon diadakan lagi uji emisi gratis nya uji diumumkan dgn masif, insyaa Allah kami semua senang ikutan dan emisi, terima kasih 🙏🏽",P,False
4817,ihutagalung,2021-11-01 02:57:20+00:00,"Ternyata Pemprov DKI punya aplikasi E-Uji Emisi. Bisa cek apakah mobil kita udah ADA hasil uji emisinya. Dan bisa cek lokasi uji emisi terdekat.
Hal-hal memudahkan begini yang membuat gue memutuskan tetap pegang KTP DKI. Gak sempurna, tapi jauh lebih baik dibandingkan Pemda rest.",P,False
896,bobi_kunku,2021-11-25 23:17:24+00:00,"@mysubuh Wkwkwk, puluhan ribu meninggal polusi di India.. 😅
Sementara di Jakarta mau diadakan uji emisi..
Lihat korelasi nya 🤭🤭",N,True
102,saikru77,2022-08-24 13:07:55+00:00,@SimbolonBilma @ucup_owl @CNNIndonesia Kendaraan yg produksi diatas th 2010 sdh jauh lbh baik tehnologi dibanding dibawah 2010. Makanya peraturan uji emisi sehrsnya konsisten&amp;tegas. Ini cuma anget2 tai ayam plus pegawai pemerintahan malas2 hy mau urusin yg basah2&amp;enak. Tunggu bencana dulu baru kerja bener,N,True
4705,ameliagstn__,2021-11-10 10:15:07+00:00,@rdhwnsyh syukurlah oh jgn biarkan uji emisi gue sia-sia wkwkw,P,False
2557,glennof,2021-11-04 03:49:39+00:00,"Ini uji emisi motor warbiasa ngantrinya ya, bayangin aja 20jt kendaraan bermotor di jkt disuruh ngumpul di 15 titik.....",N,True
1234,HelmiSetiawan19,2021-11-10 00:14:15+00:00,"@KompasTV Fasilitas uji emisi berbeda sangat jauh dengan kendaraan yang ada di jkt, sedangkan kuota setiap hari hanya max 300 kendaraan🤪🤪",N,True
2788,RHCPSlank,2021-11-03 11:19:34+00:00,@AREAJULID Uji emisi di bengkel bayar berapa ya?,U,True
4643,Dennaaja_,2021-12-01 03:21:24+00:00,@yasenosa 24 ribu uji emisi aja tanpa service. Sy mengantisipasi aj yg penting ud uji emisi. Nanti tau dadakan udah razia diadakan tenang,P,False
2138,dusrimulya,2021-11-05 03:45:58+00:00,"@AniBunny14 @YasirBaamir @aniesbaswedan Yg dia itung biaya uji emisi doang..perbaikan mesin klo gak lulus uji emisi gak dia itung

Jgnkan benerin mesin, Makan aja susah kali mrk",N,True
4868,sikas_purnomo,2021-11-05 06:15:15+00:00,"@keuangannews_id Motor disuruh uji emisi, bengkelnya cuma ada beberapa.. kalo mau pinter dan cerdas, tiap kelurahan punya alat uji emisi terus ngider dah itu ke rumah2 warga ngecek knalpot.. jangan rakyat suruh antri, kayak lagak ada kerjaan aja kita2...",N,False
4063,adji_g,2021-01-21 17:38:14+00:00,Twitter ga ada yang rame-rame uji emisi nih?,U,True
4772,tatakujiyati,2021-11-04 22:22:55+00:00,"@AbanggSayur @aniesbaswedan @dinaslhdki Kalau menunggu siap, kita tidak akan pernah siap. Tapi ancaman Jakarta tenggelam lbh nyata. Yg kena akibatnya semua orang, bukan hy mmg ogah uji emisi. Kalau berat memelihara kendaraan ramah lingkungan, itu baik pindah angkutan umum atau naik sepeda. Perjuangan yg tidak mudah.",P,False
4575,dikysapuuu,2022-07-09 04:13:23+00:00,setelah bolak balik jakarta beberapa gw setuju banget sama pemerintah dki buat uji emisi sebagai kewajiban,P,False
3944,Bambang_Budimab,2021-01-28 16:15:13+00:00,@dinaslhdki Di saat pandemi yg penting gratis dan Tak antri panjang yg makan waktu aaat uji emisi,N,True
4602,richworld,2022-06-23 00:04:25+00:00,@AsepBerlian8 @SKakilima @tjhinfar Intinya polusi bisa aja dari jabodetabek alias provinsi consist juga. Kendaraan kudu uji emisi. Pemda jakarta sudah foursome tahun meningkatkan fasilitas transportasi umum.,P,False
1915,BaretaNovri,2021-11-05 14:14:18+00:00,@Nicho_Silalahi @aniesbaswedan Pak @aniesbaswedan sampeyan mau nyapres malah cari gara2 sama rakyat..kemaren jadi diktator Vaksin sekarang malah bikin kelas bawah susah dengan uji emisi..kalo uji emisi gratis dan kalo ga lolos dibeliin motor baru sama sampeyan ga apa2..,N,True
1050,kurniabarokah,2021-11-16 03:46:32+00:00,@pemkotdepok Sampai kapan waktunya? Mulai dari jam brp sd jam brp? Mhn info jk ingin gabung uji emisi gratis ini.,U,True
1545,Nicho_Silalahi,2021-11-06 17:58:55+00:00,"@IndonesiaAdil2 @murry_sutan @aniesbaswedan Ya Elah hari gini. 

Uji emisi motor bayar ga ?
Jika ga lolos bukankah uang keluar bagi kaum kecil melakukan servis kendaraannya yang buat makan aja sulit, terus gimana bagi mereka yang uangnya terbatas untuk servis ?

Aneh aja kalau Lo seoalah ga faham efek dominonya. 🤪🤣",U,True
4465,Kameha_Kameha,2020-10-27 01:45:13+00:00,@prisma93246654 Bohongnya dimana ya? kan emang mobilnya gak lolos uji emisi. 🤪🤪,U,True
2114,AvidMuller,2021-11-05 04:40:51+00:00,"@baseema_heluwa Kata2 ""tidak lulus uji emisi"" ini intinya, kalo mobilnya lulus uji emisi, ya ga mencemari udara mah aman2 aja, cm kalo asapnya hitam mengepul, wah kasian warga lain donk. Dia yg mls rawat kendaraan, kite2 yg sesak hirup polusinya hehehe",N,True
3928,prastsumadi,2021-02-02 01:19:01+00:00,@Siwe_08 Mobilnya udah tdk lulus uji emisi lagi dan harus di scrap.,U,True
2490,faizaufi,2021-11-04 05:47:36+00:00,uji emisi malah bikin macet jadinya uji emosi,U,True
4621,GasRumahMakan,2022-06-11 05:46:35+00:00,"@rudysarwa @FahrialZein @Sobat_Anies @Sobataniesjkt @SobatAniesJksl @Matpeci212 @luhsukmokuncoro @RikeSants @Mdy_Asmara1701 @ajengcute16__ @ekowboy2 @musniumar Emisi dari CO2 kwjiban sama saja (kecuali pk CCUS), tapi emisi bkn cm CO2, ad yg namanya local emisi (CH4, NOx, SOx, PM2,5 dll) ini yg akan jauh dr terlokalisir disekitaran pembangkit dan memudahkan proses capturing nya jauh lbh efektif-efisien lbh tentu uji pollutants berkala..",P,False
2237,dlannisterr,2021-11-04 22:58:14+00:00,uji emisi apa ya ajg gajelas bgt,N,True
449,Jon_de_Ababiel,2022-05-12 13:39:24+00:00,"@aniezz479 Itu kasar mata ya ! Apa sudah lolos uji emisi ? Tapi katanya sdh di produksi 6000 unit kok di kampung saya sebiji aja dak ada 🤣, Wuling yg terbaru aja sudah banyak yg makai. Ini sebiji pun dak ada di kampung apa khusus di Jawa ya...😂👍",N,True
805,raininuninu,2021-12-20 13:57:46+00:00,@fermendkis Iqbal jalan Krn motornya ga lulus uji emisi,U,True
37,mazberuang,2022-09-11 13:31:54+00:00,@FWBESS Untung aku. Saya sudah lulus uji emisi,P,True
3410,blekatze,2021-07-31 00:48:01+00:00,@kumparan Elon gak enak hati sama mas ricky elson...dan khawatir mobil tesla disuruh uji emisi,U,True
2654,cync48,2021-11-04 01:31:01+00:00,"Jam 8 tadi datang ke lokasi uji emisi di Dinas Lingkungan Hidup DKI. Udah habis kuotanya. Sepertinya karena hari selasa dan kamis uji emisi gratis. Semua pada antre ambil no dari jam 5.30. Besok mau coba lagi, bayar gapapa deh daripada tertunda lagi.",N,True
1187,intanrrr,2021-11-11 02:09:28+00:00,Yawlaa gua nulis uji emisi malah jd uji emosi di group 😭,N,True
1645,TTermada,2021-11-06 09:08:29+00:00,"Daripada uji emisi mending stop kredit kendaraan bermotor aja pak, jelas haram nya 

😂",U,True
3019,Mike1990BC,2021-10-31 09:34:36+00:00,"@dinaslhdki @aniesbaswedan @ArizaPatria @DKIJakarta Di CV Farama Consultant untuk mobil bensin 150k, mobil solar 200 k, motor 50 k...Baru kemarin saya uji emisi mobil dan motor",U,True
1798,ArjunaIreng_12,2021-11-06 01:06:17+00:00,"Ada yg bilang Uji emisi gratis, iya gratis tp kalo gak lolos cuma ada 2 pilihan, harus rutin service atau ganti kendaraan.
Lalu siapa yg diuntungkan ?

Ini lagi pandemi org pada susah, jangankan rutin service buat ganti oli aja kadang telat karena lebih ngeduluin makan anak istri",N,True
4875,youthofnation13,2021-02-10 16:22:56+00:00,"@Bang__Mus @RachlanNashidik Tambaham, ketika blast 2012, diajukan ke kemenhub untuk uji emisi, tp dinyatakan gagal, walhasil terminate la, pesanan masuk ya gak bisa produksi, bikin produk lokal emang gak gampang, fyi menhub nya orang demokrat 😘",P,False
767,IgnasiusDwi,2021-12-29 13:50:27+00:00,@JeDarmawan Rx king ga lolos uji emisi di singapur,U,True
4541,hopanacea,2022-08-24 13:50:02+00:00,@yoongiontwt kaga ada debu kawasan industri dan asap kendaraan ga lolos uji emisi di sana 🙃,P,False
2993,Agung23940362,2021-11-01 05:12:19+00:00,@aniesbaswedan mohon Pak Gubernur intruksi pejabat terkait agar kolaborasi dengan kawasan peyangga wilayah DKI terkait kemudahan tempat uji emisi yang akan berlaku tilang pada 13 nov nanti. Info bengkel di bekasi ada yang tidak siap alat uji emisi tsb.,P,True
2535,umay_patria,2021-11-04 04:27:30+00:00,"@yunsitroh2014 @DKIJakarta @aniesbaswedan Ngedabrus,,, harusnya bengkel2 tuh suruh siapin alat uji emisi. Jadi orang ga dikit2 antri",N,True
2718,FerdinandHaean3,2021-11-03 22:46:07+00:00,"Halo teman2 di Jakarta, sudahkah Mobil atau Motor anda miliki sertifikat uji emisi? Ingat, tgl 13 November 2021 Motor atau Mobil anda akan ditilang bila blm lulus uji emisi. Denda utk Motor Rp.250 Rb dan Mobil Rp.500 Rb.

Semoga teman2 OJOL &amp; WARGA tdk terbeban dgn kebijakan ini.",U,True
1224,JoniSugiharto,2021-11-10 05:33:29+00:00,"@motoupdate Wah saat yg tepat dapat ijin ""menteri keuangan"" ganti motor dengan dalih  motor lama ga lulus uji emisi sehingga ga bisa masuk jakarta 🤣🤣",N,True
823,FarhanRX,2021-12-16 02:45:40+00:00,@stanmenfess Lolos uji emisi nih,U,True
3070,imambaskoro,2021-10-29 00:50:27+00:00,"Makin susah hidup punya mobil di Jakarta, kena ganjil genap, parkir 60 rb, denda uji emisi 500 rb, kendaraan diatas 10 th dilarang beredar, mau naik trans Jakarta atau KRL antrinya minta ampun. Benar begitu pak? @aniesbaswedan",N,True
410,jim_tooth,2022-06-01 08:36:04+00:00,"@Sunarno89333644 @llaemoan @MrsRachelIn Fakta: sejak 2018 Jkw sdh mau buyback tapi pemegang saham Indosat dari Qatar gak mau jual dan kondisi Indosat saat itu sdg tdk bagus. 
Fakta: memang benar sdh dipesan 6000 unit dgn syarat ""JIKA"" lulus uji jalan dan emisi, tapi kan gak lulus uji. 
Lalu bohongnya dimana, Drun?",N,True
3853,arifboyolali,2021-02-21 06:44:33+00:00,"@OrigamiOrion @CongPadi @ridwanhr Saya pernah mau fotokopi ktp disalah satu tempat fotokopian, tp gak jadi.. antrinya kelamaan 😀, krn antrian didepn saya karyawan smka lg fotocopy berkas berjilid², saya baca dr kejauhan itu berkas uji emisi. *)Cm pngalaman, siapa tau jd data. 😄",N,True
1720,Curryyramenn,2021-11-06 05:04:32+00:00,Motor kudu uji emisi gak si ?,U,True
4684,pradiptyodr,2021-11-19 09:17:47+00:00,@Sudah doxxology lulus uji emisi 2021,P,False
4154,Bambang_Budimab,2021-01-14 03:25:27+00:00,@korantempo Biar tak merepotkan bagi Pemilik kendaraan tunjuk bbrp bengkel yg memenuhi kriteria sbg Pelaksana  Uji emisi sm spt jaman Bang Yos.,N,True
4877,youthofnation13,2021-02-10 16:22:56+00:00,"@Bang__Mus @RachlanNashidik Tambaham, ketika booming 2012, diajukan ke kemenhub untuk uji emisi, tp dinyatakan gagal, walhasil stop lah, pesanan masuk ya gak bisa produksi, bikin produk lokal emang gak gampang, fyi menhub nya orang demokrat 😘",P,False
3785,Bambang_Budimab,2021-03-02 03:00:37+00:00,@aniesbaswedan Untuk per mudah Masy lakukan Uji emisi libatkan  Bengkel Swasta yg penuhi syarat sm spt di Era Bang Yos.,P,True
303,richworld,2022-06-23 00:04:25+00:00,@AsepBerlian8 @SKakilima @tjhinfar Intinya polusi bisa aja dari jabodetabek alias provinsi lain juga. Kendaraan kudu uji emisi. Pemda jakarta sudah 4 tahun meningkatkan fasilitas transportasi umum.,P,True
4638,jametjamaluddin,2022-04-23 09:07:26+00:00,"Diperhatikan, di jalanan masih banyak ya seharusnya kendaraan yang gak lolos uji emisi karbon, tapi berkeliaran menebar racun karbon monoksida.",P,False
3284,ihsnhtm,2021-08-30 16:04:11+00:00,"Hari ini balik jam 9, overtime preparation ceritanya, tapi masih belum beres. Besok masih pagi harus ke serpong, uji emisi pake fasilitas negara, harganya ratusan juta. Terus kalo gagal gimana? Gatau bismillah aja.",U,True
1257,mahmoedi_ahmad,2021-11-09 11:33:32+00:00,"@Imanuelyosep123 @DKIJakarta Harusnya kolaborasi lagi dong sm swasta, jgn sampai dianggap bisnis lagi.
Vaksin aja bisa, apalagi uji emisi.
Kan colok knalpotnya ga pake reagen.
@aniesbaswedan 
@ArizaPatria",U,True
4563,azrul_bagendut,2022-07-10 21:53:05+00:00,"@YsLagi @detikcom polusi bukan tentang pemerintah, itu balik ke warganya, masa harus pemerintah menyediakan filter udara?... harus sebanyak apa?... sedang rakyat nya masih kemana mana pake mobil tapi sendirian. dan bahkan uji emisi bukan karena peduli tapi kepaksa takut di tindak.",P,False
211,MuRez,2022-07-13 06:27:49+00:00,"@CNNIndonesia Bagaimana dgn motor q yg sudah 11 tahun 😂😂😂, gk usah uji emisi pasti gk lolos sudah",N,True
1530,RestuMohon,2021-11-06 22:24:28+00:00,"@keuangannews_id Jangan baca berita sepotong sebab judul beritanya kaya Jokowi bikin jebakan,yg jadi masalah itu usia kendaraan yg usia 3th masuk Jakarta harus lulus test uji emisi.",U,True
2210,halusinasa,2021-11-05 00:30:51+00:00,males bgt uji emisi tapi takut kena tilang jg,N,True
490,Sinar_MasID,2022-04-17 06:48:59+00:00,"Dalam kegiatan ini, @tvOneNews mengadakan vaksinasi booster dan uji emisi gratis bagi masyarakat. Selain itu, juga digelar kompetisi keagamaan, yaitu Musabaqoh Tilawatil Quran dan Hisdzil Quran, serta Kompetisi Dakwah Remaja dan Anak se-Jabodetabek.",U,True
430,dfirdiansyah1,2022-05-20 09:08:07+00:00,"@Sigmahalim @antoanto_ @Jonmore71 @a_ming_tse @detikcom Ilustrasi apa si ini… buat perusahaan ga kaya pacar anda nunggu anda 8 jam. Prosesnya panjang. Ada test ini test itu, uji emisi, kelayakan jalan dkk. Setelah itu baru mobilnya bisa dijual. Pacar anda nunggu anda ya cuma nunggu aja dan mungkin anda cuma berak…",N,True
4216,Daspan_Arya,2021-01-09 14:39:25+00:00,"@kompascom Kl motor juga harus uji emisi apalagi 6 bln sekali pasti ribet banget,,! Motor aja banyak yg bodong gmn kl harus uji emisi,,!",N,True
4860,evikarlina2004,2021-11-05 13:36:57+00:00,@ArizaPatria Pak kalau pejabat tdk hr antri utk uji emisi kasihan warga yg sdh lama antri tp tdk terlayani,N,False
1090,adinovian,2021-11-14 03:15:05+00:00,@abstractstimuli @HoldenKlasik Lolos uji emisi ga? 😅,U,True
1192,sword_way,2021-11-11 01:31:44+00:00,"@ekowboy2 Mayoritas BUKAN MENOLAK uji emisi

Tp kendaraan yg tidak lolos uji emisi yg tetap beroperasi akan DIKENAKAN SANKSI
NAH itu yg diprotes oleh kebanyakan pemilik kendaraan dr kalangan bawah, krn kondisinya sdng payah, sdng merangkak keluar dr krisis pandemi

Hanya minta DITUNDA",N,True
2221,sidomie,2021-11-04 23:48:36+00:00,"@tatakujiyati @aniesbaswedan Saya minta at least 3 bulan untuk sosialiasi dan persiapannya... thats it... uji emisi gratis , kalo harus ganti spare part kan repot..mana ada budgetnya klo langsung zaman begini. ga gratis kan ganti sparepart nya?",N,True
4801,nayerxxx,2021-11-19 05:01:56+00:00,@nadhiramokoagow @Lutfisuprapto @revadyansyah wkwk masuk jkt sekarang udah kudu lulus uji emisi yak? MasyaAllah banget aturan2nya Nad,N,False
1293,gegedamdam,2021-11-09 04:20:44+00:00,"1. Kenakan tarif parkir tertinggi bagi kendaraan yang belum uji emisi, misal 50 ribu/5jam.
2. Kenakan harga bbm berbeda untuk yang belum bisa menunjukan sertifikat lulus uji emisi. Misal, pertalite Rp7.650 untuk yang lulus uji emisi, Rp8.650 untuk yang belum. Tapi susah ga ya.",N,True
2964,HarizFaishal,2021-11-01 14:05:08+00:00,"@detikcom Buat bayar pajak kendaraan tiap tahun aja pd males, apalagi ditambah uji emisi setahun sekali jg. Nambah lg duit keluarnya ckck",N,True
3473,kepowebco,2021-06-23 06:01:09+00:00,Ada tiga lokasi untuk melakukan uji coba tarif parkir tertinggi bagi kendaraan yang belum atau tidak lolos uji emisi.,U,True
3390,h4ntubl4u,2021-08-10 17:58:20+00:00,@alisyarief Merk rotary club' bebas uji emisi,U,True
2286,iyaudahdech,2021-11-04 15:38:33+00:00,Kalo ada bokap pasti tau bgt ni aku disuruh uji emisi disuruh buru2 dan bakal di tlp in terus… kangen bapak 😊,U,True
1273,gold_saphire,2021-11-09 07:31:34+00:00,"@AstraHondaCare : min, sesuai dg peraturan pemerintah mengenai uji emisi motor, apakah bengkel astra motor sudah siap membantu? Thanks.",U,True
3055,sikas_purnomo,2021-10-29 12:06:16+00:00,"@DKIJakarta @dinaslhdki @DishubDKI_JKT @TMCPoldaMetro Kalo mau cerdas sini tak ajarin pak, bapak bikin peraturan semua bengkel di wilayah DKI harus bisa melakukan uji emisi dulu.. sama kasih harga eceran tertinggi.. permudah dulu rakyat melakukan uji emisi.. sama pabrik yg ngebul ditutup semua aja itu!",P,True
855,istirachma,2021-12-06 15:00:42+00:00,"Klo kendaraan harus uji emisi, bu risma harus uji emosi.

Istighfar bu",U,True
2833,BeloSuki,2021-11-03 06:29:38+00:00,"#ujiemisi 

Infonya mulai tgl 13 Nov....

Yang belum lulus uji emisi bisa ditilang...

Mobil 500rb, Motor 250rb....

Mikroilet, ojol, kopaja, grab, gojek, kurir.....

Teman-teman udah pada tahu? Siap siap ajah....",U,True
2920,JihyosHusband_,2021-11-02 05:01:54+00:00,"Warga: nuntut pemerintah prov dan pusat karena polusi Udara
Pak Anies: *Ngeluarin pergub soal uji emisi*
Warga: FAFIFUWASWESWOS PEMERINTAH ZOLIM

jadi kemaren yang nuntut itu warga apa gimana? 😅😅😅",U,True
4845,Bambang_Budimab,2021-03-03 10:38:22+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan Yg penting SARANANYA ada dan mudah ditemui, libatkan bengkel yg penuhi syarat uracil lakukan uji emisi sm spt di Era smash YOS (khusus Mobil).",P,False
3648,royal_dudeness,2021-03-31 20:11:43+00:00,"@RajaGuguk14 @aniesbaswedan @kebijakananies Katanya masih ada beberapa states yang ga mewajibkan uji emisi prof, kayak Tennessee",U,True
1818,paman82,2021-11-05 23:55:52+00:00,"Bisnis PCR udah, sekarang Bisnis Uji emisi. 😂",U,True
1462,riskiapu,2021-11-07 08:03:15+00:00,"Ngapel gajadi
Kondangan gajadi
Benerin hape gajadi
Uji emisi gajadi

Hujan. Tidurlah dgn nyenyak 🙈",U,True
4897,AdamBagaskara,2021-11-04 08:49:10+00:00,"@hrdbacot Termasuk nyusahin ini Uji Emisi, dari dulu gembar gembor gratis cek tapi pas dateng antriannya udah gila-gilaan (konon ada yang dateng jampack quint, padahal antrian buka press 8 dan banyak yang ga kebagian).

Udah gitu aplikasinya chuakz sekali",N,False
973,kim_muki_,2021-11-20 09:32:53+00:00,@dreampaperr uji emisi.. belakangan kalo keluar banyak banget kuatir ada yang bocor,N,True
