,username,tweet,waktu,sentiment,Topik
499,@starrynighty__,"Salam Mahasura Muda!

""Sebagai green campus UNS telah menerapkan zero waste dan paper less di wilayah kampus yang mana sekaligus dapat mengurangi jumlah sampah di Indonesia""

#UNSuntukIndonesia
#MahasuraMudaUNS2020
#SemarPeduliBumi
@11maretuniv @generasiuns_",2020-09-20T12:31:49.000Z,negatif,Sampah
500,@azzantyofficial,Selamat ulangtahun bapak @jokowi semoga bisa mengatasi problem sampah di indonesia,2015-06-21T08:08:48.000Z,positif,Sampah
501,@ellynurul,"Di Indonesia penggunaan plastik cenderung kecil dibanding negara lain, tetapi bisa menjadi negara yang mencemari laut dengan sampah, ini karena pengelolaan sampah di Indonesia kurang baik
#DBADay3 #DBA2018 #DanoneBloggerAcademy
@Nutrisi_Bangsa @aqua_lestari @kompasiana",2018-10-06T05:12:49.000Z,negatif,Pengelolaan Sampah
502,@maudyezd,"Katanya job desc kuli sampah di Indonesia luas banget, ambil sampah, bersihin got, dll, kalo di Inggris pekerjaannya terbagi -  bagi.",2013-09-05T10:37:32.000Z,positif,Sampah
503,@Thomaswicaksono,"liat berita tolol, ""3 orang pelajar tewas karna mabuk"" . baguslah, jadi berkurang sampah di Indonesia",2014-01-17T15:26:36.000Z,negatif,Sampah
504,@poetrawinarto,"Warganet ini pada sadar ga ya kalo masalah sampah sebenarnya bukan cuma di pemakaian yang berlebih, tapi pengelolaan sampah di Indonesia yang belom bagus?",2019-07-09T18:43:26.000Z,positif,Pengelolaan Sampah
505,@oxyalexzendar,"RT SitiNurbayaLHK: Masalah sampah di Indonesia ini berat, saya dan jajaran KLHK tidak bisa kalau sendiri. Kita harus bersama",2018-02-23T08:01:49.000Z,negatif,Sampah
506,@terompetkapsul,"YKS berhenti trnyata.syukurlah berkurang lg acara SAMPAH di Indonesia, aib2 org dibikin candaan,,apaan tuh..",2014-06-27T03:51:57.000Z,positif,Sampah
507,@MSA_Saepul,"permasalahan sampah di Indonesia sdh masuki ""stadium IV"" seeperti kanker saja #ayodongsadar",2015-08-24T08:54:51.000Z,negatif,Sampah
508,@ranting_hijau,"Ini berarti, total volume sampah di Indonesia tiap harinya bisa mencapai 625 juta liter! :O",2014-08-07T12:59:33.000Z,negatif,Sampah
509,@BRANDSEssenceID,Tukang sampah di Indonesia berupah minim & tidak diperhatikan kesehatannya. Beda dengan pengelolaan limbah di Inggris. #InspirationalPerson,2013-12-25T12:03:03.000Z,negatif,Pengelolaan Sampah
510,@ffahrival,"klo dipikir2 orang2 yang tawuran itu ada dampak positif juga, apalagi kalo semuanya tewas. 
Jadi makin berkurang rakyat sampah di Indonesia!",2014-02-26T08:42:46.000Z,negatif,Sampah
511,@royalcaniin,"Kalo dilihat dari statistiknya, 60-70% sampah di Indonesia itu organik, saya jadi bingung, kenapa malah fokus ke sampah plastik?",2020-09-29T16:43:29.000Z,negatif,Sampah
512,@resi_san,"Inovasi berikutnya datang untuk menjawab permasalahan sampah di Indonesia, yaitu PLTSa Merah Putih. #HUT41BPPT
#BPPTSolidSmartSpeed
@bppt_ri",2019-08-21T04:09:55.000Z,negatif,Sampah
513,@Raihanshaf,"Ketika 2-1-2 diliput lalu kau hanya bisa mengatakan ""mengapa sampah di Indonesia tidak diliput?"" Tanyakan saja sama rezimmu nak :)",2018-12-02T18:02:49.000Z,positif,Sampah
514,@Dwiki_25,Sampah di Indonesia berkurang  | APLN di Batam,2016-07-25T10:51:07.000Z,negatif,Sampah
515,@transmania,Melalui kreativitas ibu rumah tangga yg memiliki kepedulian lingkungan byk lahir Bank Sampah di Indonesia #ByeSampah #KartiniMuda #TMJKT2015,2015-04-14T08:29:05.000Z,positif,Sampah
516,@rpm_bagus,"janganlah kamu jadi sampah di Indonesia yang telah aku perjuangkan ini""",2014-06-24T13:56:15.000Z,positif,Sampah
517,@InfoSuperIndo,"Jadi, SIS tdk hanya berbelanja tp jg mengurangi sampah kantong plastik & berperan dlm edukasi pengelolahan sampah di Indonesia. #reusablebag",2014-03-20T09:30:58.000Z,negatif,Sampah
518,@SoloKotaHijau,#1 #IndonesiaBebasSampah2020 adlh gerakan bersatunya seluruh penggerak yg peduli terhadap persoalan sampah di Indonesia @BebasSampahID,2016-09-01T15:03:15.000Z,negatif,Sampah
519,@brookollyuiio,Dengan 5P bapak bambang mengembangkan bank sampah di Indonesia ! @ID_Datsun #DRC2,2015-12-08T02:59:36.000Z,positif,Sampah
520,@EHmakassar,"Hal trsbut utk mengenang dampak dari burukx pengelolaan sampah di Indonesia, kaitanx dgn tragedi TPA Leuwigajah #PlastikTakAsik #HariSampah",2014-02-21T02:12:44.000Z,negatif,Pengelolaan Sampah
521,@aliviaawin,"Kalian tau nggak sih, kalau jumlah sampah di Indonesia udah mengkhawatirkan?

#RecyclemoreWasteless #IndonesiaBersihSampah2025 #LivemoreBankless",2019-11-13T10:44:14.000Z,positif,Sampah
522,@DIIANGGRAENII,Emang masalah pengolahan sampah di Indonesia ini masih jauh dari kata 'lumayan',2014-01-23T04:13:56.000Z,positif,Sampah
523,@reskyhariady,Banyak sampah di INDONESIA,2013-11-26T04:53:06.000Z,positif,Sampah
524,@olinvolkswagen,"Mkn sampah itu bagus, membantu membersihkan sampah di indonesia,hahhaa""@amelia_ratuvewe: Galau tuh wjr,tp klu mkn sampah dh ga",2013-10-29T03:46:03.000Z,positif,Sampah
525,@EHcimahi,Tau tidak sobat EH? Jumlah peningkatan timbulan sampah di Indonesia telah mencapai 175rb ton/hari atau setara 64 juta ton/tahun. #HPSN,2017-02-17T05:17:25.000Z,negatif,Sampah
526,@ClassyFM,"Berdasarkan data statistik persampahan domestik Indonesia, jmlh sampah plastik tsb merupakan 14 % dari total produksi sampah di Indonesia",2016-03-04T04:44:00.000Z,negatif,Sampah
527,@TitoRifai,"Harapan saya untuk Indonesia cuman satu, mudah mudahan sampah di Indonesia ini jadi punah.",2015-11-07T08:16:14.000Z,negatif,Sampah
528,@itsocaalate,"Rt""@AliandoFan: ""Aku selalu terbuka menerima kritik & saran. Aku gamau (karyaku) hanya jd sampah di Indonesia."" - @alysyarief""",2015-06-03T02:23:25.000Z,positif,Sampah
529,@dompetdhuafaorg,"Menurut Sahabat, pengolahaan limbah sampah di Indonesia seharusnya seperti apa? Ayo di share, nanti akan kami RT :)",2014-11-18T04:00:15.000Z,positif,Sampah
530,@langitfavorittt,"Betapa seriusnya permasalahan sampah di Indonesia.

- A THREAD
 #HariTanpaKantongPlastikSedunia",2019-07-03T05:15:36.000Z,negatif,Sampah
531,@EHBekasi,Hari Peduli Sampah ini menjadi momen untuk mengenang sejarah kelam pengelolaan sampah di Indonesia.,2014-02-21T04:07:17.000Z,negatif,Pengelolaan Sampah
532,@sbongkahberlian,Sampah di Indonesia masuk dlm kategori sampah basah yg sulit diatasi #SolusiSeiringInovasi @BalitbangPU,2015-12-05T04:43:10.000Z,negatif,Sampah
533,@langitfavorittt,"Betapa seriusnya permasalahan sampah di Indonesia.

- A THREAD
 #HariTanpaKantongPlastikSedunia",2019-07-03T05:15:36.000Z,negatif,Sampah
534,@illuminationkey,"Gw tu masih ga nyampe anjir ada orang yang bisa ngata2in sampah di Indonesia berserakan ampe ke sungai karena ga ada piket kebersihan di sekolah

Kayak, loe sekolah di mana sih gw aja sekolah negeri klaster utama yang antar jemput mobil berderet aja masih ada piket kebersihan",2021-08-24T05:09:24.000Z,positif,Sampah
535,@hello_fika,PLTSa Merah putih merupakan inovasi @BPPT_RI untuk menjawab permasalahan sampah di Indonesia #HUT41BPPT #BPPTSolidSmartSpeed,2019-08-21T04:26:31.000Z,negatif,Sampah
536,@FilantropiINA,"Selamat pagi, filantropis!
Indonesia menghasilkan 67 juta ton/tahun sampah yang justru dihasilkan paling banyak di bulan Ramadhan. Kondisi ini diakibatkan meningkatnya belanja bahan makanan masyarakat selama bulan puasa. 
Bagaimana upaya mengatasi masalah sampah di Indonesia?",2019-05-18T03:05:34.000Z,positif,Sampah
537,@YukBSPT,Dari sekian banyak tokoh yg bertarung di #pemilu tdk terdengar pula komitmennya thp pengelolaan #Sampah di #Indonesia gawat! #YukBSPT,2014-03-21T00:03:16.000Z,positif,Pengelolaan Sampah
538,@SoviieDwi,Sampah di Indonesia :| RT @FlashbackRemaja: #FlashIndonesia kenangan kamu sama dia sebanyak apa sih ?,2013-09-28T14:05:25.000Z,positif,Sampah
539,@Ismahanifa,"Selamat malam @Ditjen_PSLB3 saya sedang mencari data jumlah timbulan sampah di Indonesia dalam 10-20 tahun terakhir tapi di web PSLB3 tidak ada, apakah ada kontak/email yg dapat membantu saya? Terima kasih.",2020-10-27T14:32:48.000Z,positif,Sampah
540,@abdimanik182,saya turut prihatin *SBY* RT @andirakrst Tukang sampah dari London aja nangis liat kehidupan tukang sampah di Indonesia. Malu nggak Pak SBY?,2014-02-10T02:25:26.000Z,positif,Sampah
541,@AstraAugusta,Haelah ga guna lu minta maaf! Pretttt lah. Sana gih buruan pergi dari sini. Biar sampah di Indonesia minimal berkurang satu.,2018-06-23T19:10:49.000Z,negatif,Sampah
542,@OceanDefenderID,Harapan pengolahan sampah 3R-terintegrasi dapat mengatasi permasalahan sampah di Indonesia @bebassampah2020,2017-11-11T16:55:28.000Z,positif,Sampah
543,@hasnanhabib054,"Sampah di Indonesia di dominasi oleh minuman 1000an dan botol aqua
Wkwkwkwk",2014-12-27T14:02:31.000Z,positif,Sampah
544,@PensilBambu,Sebenarnya Permasalahan sampah di Indonesia bukan karena minim atau lemahnya regulasi persampahan #BebasSampah2020,2016-02-09T12:23:03.000Z,negatif,Sampah
545,@Titin_ambar23,Yaallah semoga esok akan datang manusia dgn seribu kepintaran untuk membenahi Jutaan ton Sampah di Indonesia amin!@SBYudhoyono,2015-10-09T14:42:07.000Z,positif,Sampah
546,@earthbugs,Korupsi itu ibarat masalah macet dan limbah/sampah di Indonesia. Alot.,2019-09-18T14:08:41.000Z,negatif,Sampah
547,@KOPHIjawabarat,jgn lupa 22 feb di CFD Dago u/ ikutan #IndonesiaBebasSampah2020 sbg wujud kepedulian kt terhadap msalah sampah di Indonesia @waste4change,2015-02-19T12:28:33.000Z,positif,Sampah
548,@DheaMiranda_,gue baru sadar kalo cowok bejat ituh sama kaya sampah di Indonesia. BANYAK BUANGE sob.. hadeeeeuw -_-,2015-11-15T08:38:29.000Z,positif,Sampah
549,@st_nurjanahh,"Tidak dipungkiri, Pengelolaan sampah di Indonesia masih menjadi tantangan yang perlu diselesaikan bersama. 

#karpetmerahgalonsekalipakai
#tolakgalonsekalipakai
#daruratsampahgalonsekalipakai",2021-12-16T03:21:10.000Z,negatif,Sampah
550,@rahalian,"Siapapun #pemimpin yg dipilih #listrik ttp #padam #harga #bbm ttp naik #pejabat ttp #maling #korup
#sampah di #indonesia #pukimaknyaini",2016-03-17T08:26:47.000Z,positif,Sampah
551,@RestuPandestha,Hahahahaha =)) “@HausOfBehaa Kuduna Lautan sampah di Indonesia juga di record!!!!! Itu baru indonesia”,2013-09-08T13:53:30.000Z,positif,Sampah
552,@RAgriawan,wasit2 bangsat dan sampah di indonesia @kampiunantv,2014-02-23T05:11:15.000Z,positif,Sampah
553,@abrarhs,Kalo uda acara sampah di indonesia paling laku=)),2014-04-10T14:48:39.000Z,positif,Sampah
554,@NaufalF48531399,"Salam mahasura muda

Sudah saatnya Indonesia mulai mengurangi sampah, Mulailah dari hal hal disekitar kita UNS telah melakukan program zero waste sebagai bentuk kepedulian akan masalah sampah di Indonesia.",2020-09-20T15:55:15.000Z,negatif,Sampah
555,@BLURadiojtr,"Kalo di Indonesia buang sampah ga usah repot-repot. Tempat sampah di Indonesia juga ada namanya, kali ciliwung, aspal. #Shum",2017-05-08T14:55:41.000Z,positif,Sampah
556,@dadiade,"Tukang sampah di Inggris nangis liat tukang sampah di Indonesia @KompasTV , really speechless",2014-02-10T01:52:00.000Z,positif,Sampah
557,@HiLo,SAMPAH “Selalu Akan Mudah Pabila Ada Harapan” menggambarkan pengelolaan sampah di Indonesia saat ini. Kata positif dr Eco-Business Indonesia,2016-01-11T12:00:28.000Z,positif,Pengelolaan Sampah
558,@Daen1999,"Alasan banyak manusia sampah di indonesia adalah karena proses evolusi di daerah tropis itu ga membutuhkan ongkos berpikir yg gede buat survive, org2 yg gabisa apa2 juga bisa hidup karna resources nya itu relatif gede, iklimnya bagus, jadi nyaman buat ditinggalin..",2020-12-21T08:33:07.000Z,positif,Sampah
559,@akunovitania,"Dari data yang ada nih tweeps, timbulan sampah yang ada sama kemampuan menangani sampah di Indonesia tuh jomplang bgt, makanya byk sampah yg akhirnya bocor ke laut. 

#karpetmerahgalonsekalipakai
#tolakgalonsekalipakai
#daruratsampahgalonsekalipakai",2021-12-16T02:34:33.000Z,positif,Sampah
560,@QoyumnaRivi,bagaimana menanggulangi masalah sampah di Indonesia?,2014-03-13T03:10:40.000Z,negatif,Sampah
561,@danilakshmana,Bali United ini tim paling sampah di Indonesia,2016-03-27T12:44:44.000Z,positif,Sampah
562,@haneyeah,"Kesadaran buang sampah di Indonesia itu sungguh masih sedikit ya. Mungkin karna masih dengan pikiran "" ntar juga ada yang bersihin"" iya sih bener tapi kenapa nga membantu petugas kebersihan dengan membuang sampah di tempat sampah bukan di tempat kita sedang berada, contoh kereta.",2018-10-19T02:48:34.000Z,positif,Sampah
563,@minyuemily,masalah sampah di indonesia kayaknya ga akan ada habisnya. masalahnya tuh kesadaran diri ,2017-04-24T05:37:11.000Z,negatif,Sampah
564,@RyanardRyanardi,Cabe bikin sampah di Indonesia ajee,2014-06-02T08:01:10.000Z,positif,Sampah
565,@rizadaelami,"RT @RhyoNoegraha: Jd ini yg sempet bikin heboh, yg tukang sampah di indonesia diliput sm BBC. Hebat :))",2013-11-21T12:06:27.000Z,positif,Sampah
566,@RingkasBerita,"Indonesia dan Ironi Manusia-manusia Penimbun Sampah: Di Indonesia, sampah masih berserakan di mana-mana.",2016-11-08T06:14:53.000Z,positif,Sampah
567,@HiLo,Apa harapanmu dengan pengelolaan sampah di Indonesia? #TanyaHiLo,2016-01-11T14:00:22.000Z,negatif,Pengelolaan Sampah
568,@awanmalangit,"Persoalan sampah di Indonesia begitu besar dan ini harus menjadi perhatian kita bersama, karena sampah yg baru dikelola sekitar hanya 20 persen, dan 80 persen masih mencemari lingkungan. 
#karpetmerahgalonsekalipakai
#tolakgalonsekalipakai
#daruratsampahgalonsekalipakai",2021-12-16T03:48:50.000Z,positif,Sampah
569,@ChandraasriID,"Usaha menanggulangi sampah di Indonesia belum cukup dilakukan oleh pemerintah saja, namun perlu dukungan dan keterlibatan masyarakat terutama dimulai  dari kita sebagai generasi muda.",2019-01-21T11:25:42.000Z,negatif,Kebijakan Pemerintah
570,@suryobepe,PSI itu Partai Sampah di Indonesia.,2022-04-28T09:39:44.000Z,positif,Sampah
571,@bayhaqi26,B* jadi sampah di indonesia ...,2013-10-23T15:16:44.000Z,positif,Sampah
572,@buku_visimedia,"Menurut @wibowoarry
hukum itu berkaitan erat dgn kehidupan sehari-hari. Misalnya, soal film hingga masalah sampah di Indonesia. #BaperLawyer",2016-04-18T13:55:04.000Z,negatif,Sampah
573,@buku_visimedia,"Menurut @wibowoarry
hukum itu berkaitan erat dgn kehidupan sehari-hari. Misalnya, soal film hingga masalah sampah di Indonesia. #BaperLawyer",2016-04-18T13:55:04.000Z,negatif,Sampah
574,@jd_christa,"Apakah ada komunitas semacam ""pemulung"" atau pencari sesuatu yg masih baik di tempat sampah, di indonesia? Di amerika ada.",2014-12-16T16:53:52.000Z,positif,Sampah
575,@aditamacdewi,perkiraan saya sampah di indonesia akan MENINGKAT karena pemilu,2014-04-05T07:01:01.000Z,positif,Sampah
576,@vndty,Hitam putih udahan? Anjir sayang sekali.. :( banyakin aja terus acara joget sampah di Indonesia!,2014-01-16T13:08:07.000Z,negatif,Sampah
577,@st_nurjanahh,"Tidak dipungkiri, Pengelolaan sampah di Indonesia masih menjadi tantangan yang perlu diselesaikan bersama. 

#karpetmerahgalonsekalipakai
#tolakgalonsekalipakai
#daruratsampahgalonsekalipakai",2021-12-16T03:21:10.000Z,negatif,Sampah
578,@masbudi84,"Mungkin parangtritis satu""nya tempat wisata yg nggak ada tmpt sampah di indonesia:)",2014-06-07T22:42:27.000Z,positif,Sampah
579,@KHAIRANIRA,"Parah wkwkwk""@MimakersBDG: Congrats kepada @farhatabbaslaw yang udah jadi orang paling sampah di Indonesia :)""",2014-01-19T23:30:44.000Z,positif,Sampah
580,@EHcimahi,"Permasalahan sampah di Indonesia adlh saat trjadinya tragedi Longsor sampah tnggal 21 Feb '05 di Leuwi Gajah, menyebabkan 141 orng meninggal",2017-02-17T05:39:08.000Z,negatif,Sampah
581,@buku_visimedia,"Hukum itu berkaitan erat dengan kehidupan sehari-hari. Misalnya, soal film hingga masalah sampah di Indonesia. #BaperLawyer",2016-04-13T00:05:04.000Z,negatif,Sampah
582,@VariabelBebasID,"5. Dioksin merupakan zat kimia yg paling berbahaya dari bakaran sampah. BPS tahun 2000, 37,6% sampah di Indonesia ditangani dengan di bakar",2014-09-15T14:02:44.000Z,negatif,Sampah
583,@narendragaputra,"Swedia kekurangan sampah, di Indonesia banyak kok. Mau dioper?",2014-08-29T10:23:07.000Z,positif,Sampah
584,@Q_Lung,Tapi jdi tukang sampah terbaik biar selesai smua masalah sampah di indonesia,2014-04-29T14:19:51.000Z,positif,Sampah
585,@GagakNewww,ANJING seperti Bahar Smith dan Cebol Rizieq ini yg jadi sampah di Indonesia juga Agama..,2023-04-01T10:34:54.000Z,positif,Sampah
586,@coffeemarksman,Belajar bahasa program>dunia robot>mengolah sampah di Indonesia. I WANT TO CHANGE THE WORLD. Membuat sesuatu karya original yang berguna.,2016-05-14T13:22:08.000Z,positif,Sampah
587,@YOTgreen,"Tak hanya itu, angka pendaurulangan sampah di Indonesia juga dibawah 50 persen #IndonesiaBebasSampah2020",2016-02-21T12:33:02.000Z,negatif,Sampah
588,@newsrrijogja,"Enam bank sampah terbaik dari 48 ribu bank sampah di Indonesia akan dapat penghargaan saat Hari Sampah Nasional 2017, di Surabaya (16/2)",2017-02-12T12:48:28.000Z,positif,Sampah
589,@untukmunegriku,Barang cina uda jadi tumpukan sampah di indonesia. Produksi indonesia kemana ya. Apa di indonesia ngk ada orang pintar,2014-12-05T16:30:17.000Z,positif,Sampah
590,@dompetdhuafaorg,"Menurut Sahabat, pengolahaan limbah sampah di Indonesia seharusnya seperti apa? Ayo di share, nanti akan kami RT :)",2014-11-06T03:59:12.000Z,positif,Sampah
591,@EHBanjarmasin,Manusia memproduksi sampah hingga 175.000 ton per hari. Diperkirakan setahun produksi sampah di Indonesia mencapai 64 juta ton #SejutaAksi,2017-02-21T12:10:18.000Z,negatif,Sampah
592,@benyranto,Salah pemerintah lah kenapa tdk menciptakan perusahaan sendiri malah menampung perusahaan asing membuat sampah di indonesia,2016-02-16T16:05:23.000Z,negatif,Kebijakan Pemerintah
593,@pacadeya,Seriously kalo liat foto2 atau berita tentang TPA dan gunungan sampah di Indonesia tuh ngeri banget :((((,2021-02-22T12:07:27.000Z,negatif,Sampah
594,@InfoSuperIndo,"Tahukah SIS, kalau produksi sampah di Indonesia itu nomor 2 terbesar di dunia dengan 5,4 juta ton pertahun? #HariBumi",2014-04-21T04:00:03.000Z,negatif,Sampah
595,@weker_wimar,"Total sampah di Indonesia diperkirakan akan mencapai 9,52 Ton. (menurut KLHK)",2016-06-27T23:34:25.000Z,negatif,Sampah
596,@MasCemen,"Selamat ulangtahun manusia terlebay @TretanMuslim , sukses terus mencari dan mengurangi suku sampah di Indonesia tercinta ini ya.",2016-03-10T12:35:00.000Z,positif,Sampah
597,@putrijuniawan,Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News* Thankyou! :*,2013-09-01T09:27:37.000Z,positif,Sampah
598,@DianAndriP,"Makin lama ""SAMPAH"" di Indonesia Tercinta semakin menyebar, iya bener ""MENYEBAR"".",2019-11-08T09:41:41.000Z,positif,Sampah
599,@Gandhieri32,"klo besok wowo kalah, dia bakalan gabung isis ga ya?? drpd jd sampah di indonesia #ahahaaaa",2014-08-20T13:06:03.000Z,positif,Sampah
600,@syzygy_6,tempat sampah di Indonesia masih langka ternyata..,2013-11-30T10:45:46.000Z,positif,Sampah
601,@shiroineko123,"setidaknya pembuangan sampah di Indonesia dapat mencontoh negara Jepang atau Jerman, yang sampah nya tidak terlalu menumpuk.",2014-01-20T06:02:25.000Z,negatif,Sampah
602,@afnnisaa,Sebenarnya manajemen sampah di Indonesia itu gmn sih? Sejelas apa? Beri aku edukasi ,2021-12-08T08:19:54.000Z,negatif,Sampah
603,@jithsoo,Elu kak harus rajin mandi. Biar sampah di indonesia berkurang,2014-06-17T10:14:17.000Z,positif,Sampah
604,@YukBSPT,Prihatin dari sekian banyak partai yg betarung tdk terdengar yg punya komitmen thp pengelolaan #Sampah di #Indonesia gmana nih? #YukBSPT,2014-03-20T23:59:49.000Z,positif,Pengelolaan Sampah
605,@id3pp,"Jenis-jenis sampah di Indonesia :
1. Organik
2. Anorganik
3. Pendapatnya amin raiz, Padli zonk, fuckri Hamzah
4. Tuitnya awemani",2018-04-30T08:13:25.000Z,negatif,Sampah
